n.id,numberOfConnectedEdges
"""DB08789""",2
"""DB07050""",29
"""DB07059""",112
"""DB12398""",4
"""DB03064""",2
"""DB03450""",1370
"""DB08997""",1101
"""DB13552""",1442
"""DB00173""",4127
"""DB00439""",2883
"""DB02648""",5085
"""DB04673""",2
"""DB07091""",87
"""DB11603""",556
"""DB04129""",101
"""DB05389""",53
"""DB08733""",265
"""DB07370""",2
"""DB01981""",2
"""DB01375""",26
"""DB04431""",27
"""DB06835""",22
"""DB13997""",26
"""DB01267""",4860
"""DB04479""",56
"""DB11799""",350
"""DB02054""",116
"""DB07471""",9
"""DB09194""",2648
"""DB12912""",94
"""DB00467""",2065
"""DB02098""",78
"""DB00441""",13403
"""DB07108""",96
"""DB03172""",201
"""DB04698""",1
"""DB12104""",732
"""DB12004""",1
"""DB00348""",227
"""DB02174""",20769
"""DB09327""",164
"""DB13577""",1330
"""DB11102""",1446
"""DB06200""",876
"""DB01057""",90
"""DB03075""",6
"""DB00330""",4733
"""DB02288""",4
"""DB01472""",2670
"""DB00105""",1376
"""DB08107""",34
"""DB11315""",1030
"""DB07174""",40
"""DB07782""",16
"""DB17743""",666
"""DB03195""",6
"""DB08971""",2296
"""DB07775""",3
"""DB00179""",821
"""DB06240""",326
"""DB13793""",4
"""DB07094""",2
"""DB13778""",1592
"""DB08780""",6
"""DB04881""",802
"""DB15031""",1544
"""DB15614""",308
"""DB06912""",2
"""DB08055""",125
"""DB01746""",6606
"""DB09321""",122
"""DB00553""",2832
"""DB03336""",8
"""DB03943""",2567
"""DB02340""",70
"""DB01320""",3664
"""DB13004""",1
"""DB03183""",2
"""DB12331""",734
"""DB03819""",140
"""DB00036""",186
"""DB04823""",806
"""DB06867""",33
"""DB07760""",237
"""DB08226""",1
"""DB12596""",80
"""DB01076""",6571
"""DB12041""",2
"""DB04509""",95
"""DB13017""",734
"""DB12873""",78
"""DB04505""",7
"""DB04326""",2466
"""DB12274""",734
"""DB05289""",869
"""DB08400""",6
"""DB07227""",36
"""DB02043""",198
"""DB01873""",803
"""DB18704""",18
"""DB07914""",14
"""DB02772""",15298
"""DB13061""",4
"""DB02619""",9
"""DB03025""",619
"""DB12836""",478
"""DB01397""",8297
"""DB06810""",692
"""DB01857""",175
"""DB01578""",160
"""DB12891""",734
"""DB14570""",420
"""DB06404""",74
"""DB11576""",196
"""DB13572""",1326
"""DB00620""",2918
"""DB00426""",293
"""DB04015""",508
"""DB07247""",41
"""DB01853""",174
"""DB09268""",2416
"""DB07804""",2
"""DB00361""",4285
"""DB05942""",556
"""DB03485""",2905
"""DB15825""",44
"""DB03124""",2
"""DB01208""",1965
"""DB14529""",1448
"""DB08669""",10
"""DB06290""",2590
"""DB00396""",24223
"""DB07335""",231
"""DB03312""",352
"""DB02716""",394
"""DB13541""",1354
"""DB08783""",4
"""DB06264""",1336
"""DB13614""",2
"""DB05259""",697
"""DB08441""",10
"""DB00909""",5075
"""DB02395""",2
"""DB05492""",21
"""DB12910""",2
"""DB02273""",8
"""DB04455""",4068
"""DB02201""",2909
"""DB08871""",2182
"""DB00930""",670
"""DB08301""",15
"""DB13719""",170
"""DB03509""",81
"""DB12222""",79
"""DB02167""",7
"""DB11569""",1323
"""DB03096""",156
"""DB04617""",24
"""DB11459""",628
"""DB01619""",94
"""DB00617""",2370
"""DB12111""",1411
"""DB07839""",813
"""DB08790""",9
"""DB07847""",2
"""DB05511""",322
"""DB12090""",732
"""DB13941""",1222
"""DB08824""",1923
"""DB01638""",11519
"""DB13995""",76
"""DB05494""",4188
"""DB00443""",4799
"""DB03927""",28
"""DB06813""",3827
"""DB03388""",213
"""DB00630""",2598
"""DB07829""",57
"""DB04359""",180
"""DB01464""",2
"""DB01138""",1942
"""DB13708""",1430
"""DB03804""",1
"""DB02223""",2
"""DB01301""",595
"""DB03560""",386
"""DB08517""",100
"""DB03618""",3490
"""DB00939""",3980
"""DB02617""",23
"""DB08873""",2307
"""DB02570""",129
"""DB11463""",224
"""DB13461""",1592
"""DB13489""",2
"""DB03544""",4
"""DB06251""",738
"""DB03754""",119208
"""DB00664""",482
"""DB02637""",3656
"""DB00524""",3413
"""DB08426""",2
"""DB12547""",1
"""DB03500""",144
"""DB00191""",2845
"""DB00910""",986
"""DB06873""",4
"""DB02318""",8
"""DB12332""",1984
"""DB13443""",2548
"""DB02517""",33388
"""DB07815""",19
"""DB03607""",22
"""DB00384""",3125
"""DB00959""",6873
"""DB01228""",1358
"""DB07221""",10
"""DB07661""",8
"""DB11687""",10
"""DB08073""",159
"""DB13430""",2358
"""DB14006""",2112
"""DB04291""",57
"""DB06943""",3
"""DB04156""",2
"""DB02218""",7
"""DB04874""",70
"""DB14580""",734
"""DB02007""",191
"""DB00693""",26152
"""DB03921""",219
"""DB12924""",4
"""DB11050""",840
"""DB13685""",1070
"""DB13083""",5
"""DB02369""",683
"""DB00080""",2076
"""DB03179""",2
"""DB03181""",2
"""DB07245""",51
"""DB11893""",12
"""DB08039""",631
"""DB08011""",2
"""DB04720""",4
"""DB00609""",828
"""DB02343""",26
"""DB12635""",1
"""DB15822""",1728
"""DB00706""",4472
"""DB06700""",4851
"""DB03040""",3012
"""DB02834""",280
"""DB04482""",32
"""DB00897""",3644
"""DB00476""",5105
"""DB02103""",9
"""DB06268""",2168
"""DB12783""",1533
"""DB03993""",301
"""DB08570""",1
"""DB00833""",2170
"""DB11127""",1436
"""DB00680""",2254
"""DB03339""",124
"""DB08368""",13
"""DB11803""",1320
"""DB09481""",2584
"""DB02770""",46
"""DB08066""",16
"""DB03056""",239
"""DB00652""",2491
"""DB11094""",496
"""DB07756""",4
"""DB13695""",1028
"""DB03423""",35
"""DB04754""",46
"""DB01608""",2662
"""DB04582""",270
"""DB09341""",44
"""DB11988""",1324
"""DB11973""",156
"""DB13495""",582
"""DB16695""",732
"""DB02635""",3
"""DB00983""",4035
"""DB11800""",969
"""DB00823""",1265
"""DB06707""",1732
"""DB06040""",78
"""DB04920""",3552
"""DB05490""",2
"""DB06699""",1012
"""DB02910""",159
"""DB00168""",885
"""DB01435""",4051
"""DB13252""",1100
"""DB04297""",8753
"""DB01833""",629
"""DB13272""",2
"""DB12201""",1
"""DB03191""",2
"""DB06841""",43
"""DB07415""",21
"""DB11100""",138
"""DB03346""",22
"""DB12107""",1452
"""DB00697""",3477
"""DB01428""",1745
"""DB07981""",22
"""DB11823""",2871
"""DB00262""",4454
"""DB09122""",1102
"""DB13460""",316
"""DB01251""",2103
"""DB03910""",38
"""DB11655""",1
"""DB03098""",2
"""DB02978""",37
"""DB12181""",2
"""DB00245""",3637
"""DB03747""",503
"""DB08724""",6
"""DB11604""",732
"""DB14936""",2
"""DB09507""",252
"""DB02010""",6592
"""DB11734""",1
"""DB11757""",2167
"""DB07072""",2
"""DB08480""",2
"""DB05550""",732
"""DB04879""",609
"""DB06961""",78
"""DB08806""",259
"""DB02381""",246
"""DB07574""",44
"""DB01277""",1200
"""DB00902""",277
"""DB02143""",430
"""DB09239""",2848
"""DB08314""",4
"""DB09222""",182
"""DB02923""",15
"""DB12317""",732
"""DB08801""",1142
"""DB02108""",220
"""DB07458""",46
"""DB02120""",28
"""DB00686""",1527
"""DB15336""",732
"""DB06014""",1
"""DB13924""",556
"""DB06395""",242
"""DB00579""",1712
"""DB08532""",2
"""DB08633""",387
"""DB13140""",734
"""DB04599""",1465
"""DB13384""",2688
"""DB16625""",124
"""DB08620""",154
"""DB07232""",975
"""DB04962""",732
"""DB11617""",85
"""DB07915""",14
"""DB06605""",3251
"""DB03849""",124
"""DB00128""",12813
"""DB01896""",113
"""DB09102""",1051
"""DB11815""",4
"""DB07878""",2
"""DB13229""",76
"""DB09363""",1256
"""DB09400""",2
"""DB11051""",374
"""DB04771""",103
"""DB07239""",1864
"""DB09300""",1028
"""DB07967""",6
"""DB10353""",128
"""DB14600""",2
"""DB04065""",2
"""DB03795""",9
"""DB00960""",4473
"""DB01244""",3178
"""DB03213""",95
"""DB04866""",538
"""DB03675""",8
"""DB03480""",5
"""DB04489""",70
"""DB02816""",520
"""DB15669""",664
"""DB03961""",10
"""DB11739""",872
"""DB01645""",8399
"""DB05838""",140
"""DB13153""",14
"""DB00328""",13334
"""DB11674""",1084
"""DB02412""",512
"""DB12742""",23
"""DB03964""",7
"""DB01122""",627
"""DB06016""",2466
"""DB08907""",3661
"""DB13886""",732
"""DB00417""",783
"""DB11807""",2
"""DB03508""",38
"""DB02081""",25
"""DB12641""",17
"""DB04573""",2681
"""DB05796""",14
"""DB00907""",23440
"""DB00369""",2490
"""DB01362""",1749
"""DB06294""",1418
"""DB08101""",2
"""DB01752""",1284
"""DB13093""",7
"""DB02467""",391
"""DB07095""",171
"""DB08936""",842
"""DB02059""",4768
"""DB04356""",1292
"""DB02042""",125
"""DB11662""",80
"""DB01078""",1031
"""DB02840""",2307
"""DB03989""",62707
"""DB04563""",2
"""DB11608""",914
"""DB08123""",4
"""DB07061""",59
"""DB13557""",1426
"""DB09026""",1674
"""DB09225""",2171
"""DB03512""",1049
"""DB02403""",165
"""DB07428""",5
"""DB00900""",3309
"""DB13595""",1932
"""DB04539""",4415
"""DB16003""",124
"""DB12848""",5
"""DB14989""",402
"""DB05719""",120
"""DB03719""",745
"""DB12522""",2
"""DB08230""",183
"""DB08522""",3
"""DB12946""",4
"""DB13556""",224
"""DB04152""",11
"""DB12240""",1032
"""DB00964""",304
"""DB01129""",2450
"""DB05412""",5
"""DB13647""",78
"""DB16694""",696
"""DB07086""",4
"""DB03868""",8
"""DB08958""",28
"""DB03837""",128
"""DB14064""",1514
"""DB13099""",1330
"""DB00340""",1184
"""DB08442""",11
"""DB01546""",8
"""DB01065""",10071
"""DB12456""",734
"""DB15035""",1078
"""DB04035""",4
"""DB01597""",342
"""DB08889""",2488
"""DB01924""",91
"""DB11596""",67
"""DB00538""",76
"""DB00265""",33
"""DB13681""",4
"""DB00425""",3598
"""DB13642""",1336
"""DB03616""",52
"""DB00517""",1044
"""DB08179""",1954
"""DB00847""",1565
"""DB00824""",47
"""DB03648""",2
"""DB13286""",2772
"""DB00628""",3121
"""DB12095""",1765
"""DB13857""",1070
"""DB02941""",54
"""DB08281""",50
"""DB14635""",1262
"""DB16371""",2600
"""DB02498""",41
"""DB03501""",1601
"""DB05607""",1354
"""DB01830""",3
"""DB01744""",602
"""DB03410""",2708
"""DB03911""",890
"""DB14585""",800
"""DB07488""",2
"""DB04111""",14
"""DB02559""",2
"""DB08070""",12
"""DB02669""",144
"""DB06595""",2051
"""DB03127""",4544
"""DB07986""",58
"""DB02301""",3
"""DB08706""",234
"""DB04504""",25
"""DB07740""",2
"""DB12492""",1830
"""DB01255""",2545
"""DB15171""",1218
"""DB02586""",15
"""DB04038""",2269
"""DB00106""",6
"""DB03473""",4
"""DB11642""",3522
"""DB12308""",1324
"""DB12644""",3
"""DB00911""",2177
"""DB07971""",50
"""DB08531""",2
"""DB15569""",1880
"""DB07377""",4
"""DB08523""",3
"""DB01084""",815
"""DB00957""",2180
"""DB00190""",2362
"""DB09134""",1456
"""DB00917""",15069
"""DB04658""",11
"""DB04910""",38
"""DB01786""",8371
"""DB04063""",210
"""DB00653""",24490
"""DB03909""",562
"""DB12919""",2
"""DB01669""",421
"""DB12962""",3
"""DB07677""",4
"""DB02958""",12
"""DB09496""",1452
"""DB00781""",4242
"""DB14098""",2
"""DB08744""",14
"""DB04474""",787
"""DB02314""",36
"""DB02968""",602
"""DB14515""",332
"""DB01227""",3277
"""DB00217""",1595
"""DB06789""",1512
"""DB11210""",248
"""DB03555""",7
"""DB07584""",33
"""DB12193""",1678
"""DB08648""",361
"""DB11587""",2550
"""DB07423""",71
"""DB01844""",7328
"""DB03470""",677
"""DB00992""",54
"""DB07217""",2
"""DB10966""",128
"""DB00914""",2400
"""DB11844""",26
"""DB00055""",1278
"""DB04702""",13
"""DB00590""",3639
"""DB02357""",252
"""DB07505""",47
"""DB04366""",216
"""DB14218""",2
"""DB03900""",2805
"""DB07780""",2171
"""DB04118""",25
"""DB04956""",2642
"""DB06203""",3346
"""DB07147""",4
"""DB00172""",3066
"""DB08735""",934
"""DB12367""",12
"""DB09499""",152
"""DB15192""",58
"""DB15252""",734
"""DB06964""",102
"""DB00923""",1604
"""DB14627""",800
"""DB00984""",441
"""DB07439""",2
"""DB14056""",110
"""DB14039""",860
"""DB00093""",57
"""DB02364""",4
"""DB03430""",6
"""DB01762""",3565
"""DB02652""",22
"""DB15690""",24
"""DB03582""",6
"""DB00462""",1411
"""DB07787""",2
"""DB07082""",48
"""DB02425""",4
"""DB07013""",9
"""DB00700""",3570
"""DB14502""",854
"""DB09311""",800
"""DB14185""",3572
"""DB00896""",504
"""DB02859""",68
"""DB00516""",858
"""DB02413""",5
"""DB12557""",1
"""DB13127""",734
"""DB13437""",1646
"""DB06786""",311
"""DB03491""",137
"""DB13486""",1414
"""DB05462""",13
"""DB11238""",182
"""DB00709""",5442
"""DB02436""",54
"""DB08782""",43
"""DB09036""",2790
"""DB02036""",320
"""DB01433""",2047
"""DB01284""",179
"""DB00213""",2920
"""DB01016""",5986
"""DB03262""",4
"""DB06678""",2517
"""DB09199""",1661
"""DB12048""",53
"""DB09526""",8
"""DB12400""",41
"""DB12683""",734
"""DB00081""",2931
"""DB00341""",3715
"""DB06799""",286
"""DB01063""",1818
"""DB07456""",46
"""DB02376""",19
"""DB11837""",1458
"""DB00176""",5386
"""DB00800""",2747
"""DB00616""",1311
"""DB09236""",2586
"""DB12989""",1624
"""DB06922""",239
"""DB04516""",3
"""DB03286""",6
"""DB03297""",42
"""DB02745""",589
"""DB01186""",3823
"""DB02880""",268
"""DB00555""",5917
"""DB07178""",91
"""DB12024""",1
"""DB08125""",3
"""DB06844""",4
"""DB07176""",71
"""DB06654""",2981
"""DB01240""",7987
"""DB01404""",14
"""DB05262""",385
"""DB07230""",2
"""DB12638""",78
"""DB07356""",14
"""DB09031""",109
"""DB06742""",2200
"""DB02963""",2
"""DB13919""",2134
"""DB08718""",24
"""DB03870""",26
"""DB14385""",556
"""DB07641""",57
"""DB12699""",16
"""DB13367""",866
"""DB01591""",2799
"""DB07379""",167
"""DB08247""",145
"""DB08868""",3515
"""DB09248""",2642
"""DB12601""",36
"""DB08492""",10
"""DB13619""",1100
"""DB03585""",3866
"""DB01426""",1000
"""DB10395""",128
"""DB00118""",8686
"""DB13111""",3
"""DB04279""",17
"""DB11312""",1268
"""DB13455""",1624
"""DB07680""",2
"""DB11678""",76
"""DB01432""",813
"""DB08836""",1911
"""DB15217""",1196
"""DB02337""",8
"""DB05099""",1278
"""DB08102""",11
"""DB07950""",1913
"""DB11911""",2
"""DB00230""",4875
"""DB08636""",5
"""DB01307""",1576
"""DB07559""",2
"""DB02701""",2712
"""DB00237""",3324
"""DB13854""",182
"""DB02867""",290
"""DB00264""",5337
"""DB02639""",270
"""DB08525""",3
"""DB08884""",375
"""DB03721""",11344
"""DB01972""",1357
"""DB13543""",78
"""DB01280""",1719
"""DB03874""",2
"""DB13546""",872
"""DB04018""",14
"""DB08540""",1065
"""DB07453""",428
"""DB07678""",14
"""DB02469""",111
"""DB02134""",5183
"""DB11758""",29
"""DB05327""",148
"""DB06782""",1698
"""DB01821""",12
"""DB03752""",2
"""DB11519""",208
"""DB00825""",3405
"""DB07435""",8
"""DB01909""",60
"""DB07662""",304
"""DB01719""",6
"""DB08693""",234
"""DB14649""",2120
"""DB07263""",4
"""DB05382""",1011
"""DB00782""",2367
"""DB06590""",1813
"""DB08155""",3
"""DB04410""",168
"""DB12911""",2
"""DB06160""",1870
"""DB09247""",1352
"""DB03106""",5187
"""DB02324""",402
"""DB08141""",163
"""DB01256""",826
"""DB00611""",2936
"""DB08049""",8
"""DB12105""",1351
"""DB04894""",477
"""DB02935""",421
"""DB04215""",10
"""DB12847""",11
"""DB03594""",863
"""DB08176""",2
"""DB08663""",15
"""DB12580""",2
"""DB13097""",312
"""DB13638""",1592
"""DB01180""",1726
"""DB07375""",427
"""DB07187""",95
"""DB01810""",18
"""DB08157""",35
"""DB02705""",6
"""DB09284""",4
"""DB03039""",2
"""DB00757""",2440
"""DB01876""",95
"""DB06816""",1
"""DB08122""",3
"""DB04014""",197
"""DB12142""",810
"""DB04713""",112
"""DB04783""",53
"""DB13989""",2186
"""DB01874""",74
"""DB08203""",6
"""DB07994""",2
"""DB11738""",1512
"""DB08410""",592
"""DB04314""",130
"""DB01815""",2
"""DB00390""",6390
"""DB13303""",1336
"""DB07300""",395
"""DB12846""",1340
"""DB02382""",203
"""DB11772""",12
"""DB13294""",110
"""DB04634""",107
"""DB00557""",2918
"""DB00950""",1354
"""DB14840""",914
"""DB08600""",6
"""DB00585""",1073
"""DB07895""",8
"""DB04861""",3236
"""DB14568""",2454
"""DB01407""",2191
"""DB13300""",382
"""DB02909""",11
"""DB04768""",77
"""DB09394""",1448
"""DB00518""",5628
"""DB02790""",1
"""DB15762""",2378
"""DB03419""",10301
"""DB02041""",138
"""DB00223""",298
"""DB02328""",2
"""DB04153""",51
"""DB13795""",16
"""DB07842""",25
"""DB07362""",4
"""DB12729""",7
"""DB02367""",9
"""DB01003""",791
"""DB05095""",2823
"""DB09011""",1616
"""DB08602""",2
"""DB02305""",222
"""DB08069""",13
"""DB01895""",8
"""DB04385""",3
"""DB00301""",1246
"""DB03551""",3
"""DB14093""",172
"""DB09331""",813
"""DB03332""",15
"""DB08163""",10
"""DB03429""",4356
"""DB08960""",2846
"""DB03735""",11
"""DB00362""",476
"""DB07813""",14
"""DB00023""",123
"""DB06470""",1984
"""DB12643""",6
"""DB01572""",172
"""DB08779""",2
"""DB03406""",174
"""DB12909""",184
"""DB04677""",2
"""DB08557""",2
"""DB12945""",1780
"""DB13985""",10
"""DB06916""",12
"""DB01349""",883
"""DB08279""",58
"""DB06471""",2
"""DB07161""",455
"""DB01257""",1324
"""DB13025""",2669
"""DB02754""",83
"""DB07823""",4
"""DB08462""",193
"""DB00533""",5225
"""DB08355""",10
"""DB05003""",48
"""DB01985""",33
"""DB00464""",176
"""DB12260""",3
"""DB08564""",191
"""DB12429""",12
"""DB00719""",1552
"""DB07403""",23
"""DB04600""",52
"""DB08473""",210
"""DB07594""",159
"""DB16736""",594
"""DB01849""",244
"""DB00565""",4059
"""DB07941""",89
"""DB14881""",2570
"""DB15043""",734
"""DB07793""",6
"""DB03417""",95
"""DB14947""",812
"""DB03955""",714
"""DB07432""",2
"""DB12734""",734
"""DB02269""",87
"""DB00194""",3861
"""DB13646""",1404
"""DB07721""",2
"""DB09184""",1356
"""DB03156""",3869
"""DB13798""",2
"""DB00119""",3373
"""DB01394""",7336
"""DB00932""",2884
"""DB12295""",1
"""DB00548""",1761
"""DB02597""",2
"""DB08448""",2
"""DB15572""",4
"""DB05467""",802
"""DB01422""",84
"""DB08345""",4
"""DB11097""",796
"""DB07769""",2
"""DB12939""",28
"""DB04292""",1
"""DB07019""",2
"""DB01236""",5638
"""DB02465""",390
"""DB04349""",1812
"""DB04748""",273
"""DB17472""",1938
"""DB03237""",84
"""DB00756""",2464
"""DB11706""",1
"""DB11752""",640
"""DB07694""",2
"""DB14672""",1426
"""DB04961""",139
"""DB12582""",595
"""DB00989""",1899
"""DB13843""",2352
"""DB08082""",2
"""DB12889""",3
"""DB06744""",282
"""DB02321""",21
"""DB03442""",2
"""DB06866""",2
"""DB12161""",2990
"""DB07497""",789
"""DB13243""",78
"""DB00884""",1710
"""DB02226""",24
"""DB13058""",582
"""DB02811""",116
"""DB08220""",2
"""DB09016""",3116
"""DB01264""",3194
"""DB03878""",108
"""DB11718""",2700
"""DB11850""",1364
"""DB00078""",1588
"""DB08597""",2659
"""DB02158""",2
"""DB03867""",1694
"""DB15561""",76
"""DB06343""",890
"""DB00663""",1437
"""DB07039""",172
"""DB04417""",2788
"""DB01776""",319
"""DB06045""",486
"""DB03978""",459
"""DB08219""",4
"""DB12246""",732
"""DB12340""",97
"""DB04315""",3444
"""DB14541""",1666
"""DB15044""",810
"""DB01250""",2016
"""DB07648""",5
"""DB00845""",2154
"""DB10379""",128
"""DB01229""",26554
"""DB04388""",210
"""DB03329""",196
"""DB04478""",4
"""DB00193""",6056
"""DB09029""",2646
"""DB13817""",1330
"""DB08187""",3
"""DB07549""",539
"""DB12718""",732
"""DB04453""",27
"""DB07337""",422
"""DB08778""",2
"""DB02011""",5
"""DB07860""",14
"""DB07944""",113
"""DB02017""",5
"""DB14126""",1980
"""DB08197""",2
"""DB06582""",1354
"""DB13849""",316
"""DB06127""",1292
"""DB12791""",26
"""DB04885""",1383
"""DB03807""",946
"""DB04211""",1
"""DB00465""",4410
"""DB00981""",1444
"""DB03784""",310
"""DB06733""",28
"""DB01456""",342
"""DB03481""",17
"""DB04232""",11
"""DB06857""",4
"""DB02729""",6
"""DB13420""",1664
"""DB01930""",52
"""DB00599""",3992
"""DB10394""",128
"""DB00292""",3207
"""DB13943""",2880
"""DB09249""",2642
"""DB13678""",1028
"""DB01013""",2515
"""DB04493""",164
"""DB13040""",4
"""DB03169""",2096
"""DB00269""",1186
"""DB04188""",54
"""DB02928""",4
"""DB04193""",191
"""DB09253""",2648
"""DB08781""",20
"""DB11755""",2122
"""DB14724""",2644
"""DB03308""",83
"""DB02901""",4926
"""DB02953""",260
"""DB12360""",1
"""DB06894""",319
"""DB13209""",544
"""DB08892""",1338
"""DB00906""",2257
"""DB02593""",2
"""DB14805""",20
"""DB12159""",760
"""DB03767""",8
"""DB15101""",734
"""DB12447""",6
"""DB13135""",2
"""DB15959""",1790
"""DB08603""",591
"""DB08045""",33
"""DB09564""",1571
"""DB04972""",3
"""DB11869""",586
"""DB08413""",6
"""DB03962""",2
"""DB06982""",16
"""DB08698""",1
"""DB13773""",334
"""DB14860""",78
"""DB08030""",13
"""DB03032""",46
"""DB04857""",8
"""DB02386""",427
"""DB01725""",9
"""DB06859""",185
"""DB15699""",76
"""DB04335""",167
"""DB03641""",47
"""DB11761""",10
"""DB03945""",3081
"""DB11646""",810
"""DB11426""",110
"""DB03207""",144
"""DB02508""",74
"""DB14049""",170
"""DB02809""",2
"""DB14001""",2
"""DB06606""",734
"""DB01237""",13
"""DB00749""",3488
"""DB01528""",175
"""DB07194""",1
"""DB07390""",2
"""DB05102""",113
"""DB11756""",734
"""DB08803""",2
"""DB07002""",12
"""DB03272""",95
"""DB04778""",27
"""DB09211""",434
"""DB08872""",2627
"""DB08021""",2
"""DB00925""",1714
"""DB00773""",13686
"""DB12545""",3010
"""DB16226""",18
"""DB08609""",2
"""DB15383""",810
"""DB06446""",2632
"""DB06802""",401
"""DB04219""",426
"""DB02854""",603
"""DB13569""",130
"""DB02496""",328
"""DB12126""",5
"""DB00221""",1744
"""DB03994""",549
"""DB06993""",3
"""DB09280""",1895
"""DB05773""",2741
"""DB04322""",90
"""DB02430""",183
"""DB14679""",204
"""DB01676""",287
"""DB03060""",257
"""DB03753""",6
"""DB00893""",277
"""DB14824""",732
"""DB01072""",4981
"""DB08316""",4
"""DB13327""",834
"""DB08319""",4
"""DB07262""",2
"""DB00798""",29986
"""DB08536""",2
"""DB02571""",195
"""DB14028""",1424
"""DB06932""",4
"""DB07840""",22
"""DB09407""",1813
"""DB02271""",327
"""DB03511""",3869
"""DB16623""",296
"""DB01520""",44
"""DB08444""",6
"""DB09369""",1082
"""DB01734""",3
"""DB03825""",1115
"""DB04757""",54
"""DB09092""",4
"""DB09343""",144
"""DB08374""",27
"""DB02429""",2
"""DB08676""",4
"""DB04242""",1205
"""DB11992""",1294
"""DB10317""",840
"""DB11404""",1230
"""DB04903""",1339
"""DB06116""",734
"""DB01333""",2264
"""DB01856""",98
"""DB12071""",1408
"""DB15102""",318
"""DB00317""",9659
"""DB00758""",6446
"""DB02096""",10
"""DB10716""",128
"""DB02397""",464
"""DB03453""",9
"""DB12116""",20
"""DB06371""",734
"""DB12258""",72
"""DB04101""",2
"""DB04860""",74
"""DB05271""",3059
"""DB04286""",890
"""DB05944""",3
"""DB02119""",5
"""DB04109""",131
"""DB06788""",915
"""DB15305""",40
"""DB13149""",1284
"""DB14783""",700
"""DB11900""",3
"""DB05941""",760
"""DB07299""",2
"""DB09258""",1716
"""DB11255""",4
"""DB12192""",2
"""DB03598""",4
"""DB07398""",167
"""DB01095""",2933
"""DB12213""",734
"""DB06442""",1114
"""DB12137""",3
"""DB04996""",90
"""DB13241""",696
"""DB01175""",7018
"""DB00451""",7928
"""DB06318""",1356
"""DB12032""",25
"""DB13128""",78
"""DB08208""",2
"""DB00394""",2487
"""DB07285""",37
"""DB04303""",97
"""DB03859""",9611
"""DB05996""",810
"""DB00474""",2410
"""DB00212""",1285
"""DB13160""",1830
"""DB08954""",2392
"""DB00143""",23190
"""DB14042""",734
"""DB08214""",17
"""DB00817""",1874
"""DB00807""",3209
"""DB03252""",140523
"""DB04636""",80
"""DB07295""",149
"""DB08051""",91
"""DB04208""",12
"""DB11730""",2313
"""DB12769""",96
"""DB06828""",46
"""DB06271""",1723
"""DB06875""",2
"""DB00841""",2887
"""DB07075""",2
"""DB15631""",78
"""DB13077""",110
"""DB00551""",414
"""DB14684""",1092
"""DB00184""",19465
"""DB12432""",4
"""DB00733""",1829
"""DB12696""",6
"""DB08605""",2
"""DB13799""",1616
"""DB01396""",3569
"""DB04758""",50
"""DB03323""",26026
"""DB07535""",2
"""DB08165""",202
"""DB12900""",1
"""DB14018""",2232
"""DB14700""",256
"""DB00966""",3377
"""DB03919""",2
"""DB02526""",7
"""DB08598""",202
"""DB08767""",29
"""DB12321""",835
"""DB09555""",1567
"""DB12525""",94
"""DB02374""",98
"""DB11580""",1322
"""DB15014""",732
"""DB00234""",2420
"""DB03151""",119
"""DB02147""",2
"""DB12339""",110
"""DB00543""",3945
"""DB11707""",72
"""DB07168""",126
"""DB12216""",42
"""DB00965""",2
"""DB04608""",28
"""DB07660""",2
"""DB09060""",180
"""DB12121""",3
"""DB15940""",732
"""DB08503""",6
"""DB00924""",2210
"""DB04606""",318
"""DB12935""",1198
"""DB02587""",7073
"""DB03157""",4
"""DB04610""",40
"""DB00061""",74
"""DB14851""",808
"""DB02918""",48
"""DB04228""",72
"""DB00022""",1935
"""DB00568""",3031
"""DB12670""",1274
"""DB02753""",5
"""DB05458""",63
"""DB14569""",110
"""DB15349""",732
"""DB08401""",136
"""DB04398""",22476
"""DB12863""",6
"""DB08815""",3277
"""DB04736""",17
"""DB06285""",380
"""DB02802""",164
"""DB04405""",296
"""DB02721""",10
"""DB12289""",1276
"""DB00570""",2645
"""DB15113""",732
"""DB02092""",34
"""DB00716""",1623
"""DB01136""",4982
"""DB13026""",46
"""DB01123""",144
"""DB01133""",1781
"""DB01640""",54
"""DB05377""",1345
"""DB07156""",2
"""DB04942""",543
"""DB06995""",2
"""DB15104""",732
"""DB03013""",604
"""DB12865""",2
"""DB01953""",41
"""DB01162""",1858
"""DB00279""",4513
"""DB11480""",2
"""DB00564""",8556
"""DB08823""",6
"""DB03673""",18
"""DB14011""",2866
"""DB15461""",556
"""DB09148""",1454
"""DB07367""",2
"""DB04592""",407
"""DB13805""",1330
"""DB15409""",732
"""DB15528""",30
"""DB13812""",1218
"""DB07005""",365
"""DB16250""",78
"""DB12667""",114
"""DB00085""",48
"""DB04784""",168
"""DB07494""",12
"""DB12701""",810
"""DB03285""",520
"""DB08060""",24
"""DB06587""",628
"""DB11199""",182
"""DB03163""",1298
"""DB01211""",5541
"""DB00947""",262
"""DB02936""",1016
"""DB04289""",202
"""DB00332""",1463
"""DB00463""",2096
"""DB01203""",3736
"""DB04529""",44
"""DB00267""",1638
"""DB03857""",6
"""DB08775""",3
"""DB00307""",2794
"""DB12229""",1356
"""DB01728""",702
"""DB04348""",3702
"""DB01377""",1948
"""DB15641""",78
"""DB01701""",38
"""DB08113""",12
